category,difficulty,word,note
Movie Quotes,0,"Here's looking at you, kid.",Casablanca (1942)
Movie Quotes,0,May the Force be with you.,Star Wars (1977)
Movie Quotes,0,"Houston, we have a problem.",Apollo 13 (1995)
Movie Quotes,0,I'll be back.,The Terminator (1984)
Movie Quotes,0,You can't handle the truth!,A Few Good Men (1992)
Movie Quotes,0,There's no place like home.,The Wizard of Oz (1939)
Movie Quotes,0,You talking to me?,Taxi Driver (1976)
Movie Quotes,0,I feel the need... the need for speed.,Top Gun (1986)
Movie Quotes,0,You had me at hello.,Jerry Maguire (1996)
Movie Quotes,0,"Keep your friends close, but your enemies closer.",The Godfather Part II (1974)
Movie Quotes,0,E.T. phone home.,E.T. the Extra-Terrestrial (1982)
Movie Quotes,0,Life is like a box of chocolates.,Forrest Gump (1994)
Movie Quotes,0,To infinity and beyond!,Toy Story (1995)
Movie Quotes,0,You're gonna need a bigger boat.,Jaws (1975)
Movie Quotes,0,I am Groot.,Guardians of the Galaxy (2014)
Movie Quotes,0,Here's Johnny!,The Shining (1980)
Movie Quotes,0,Why so serious?,The Dark Knight (2008)
Movie Quotes,0,It's a trap!,Star Wars: Episode VI - Return of the Jedi (1983)
Movie Quotes,0,There's no crying in baseball!,A League of Their Own (1992)
Movie Quotes,0,Just keep swimming.,Finding Nemo (2003)
Movie Quotes,0,I'm king of the world!,Titanic (1997)
Movie Quotes,0,Nobody puts Baby in a corner.,Dirty Dancing (1987)
Movie Quotes,0,I'm not bad; I'm just drawn that way.,Who Framed Roger Rabbit (1988)
Movie Quotes,0,I see dead people.,The Sixth Sense (1999)
Movie Quotes,0,It's the stuff that dreams are made of.,The Maltese Falcon (1941)
Movie Quotes,0,"You're a wizard, Harry.",Harry Potter and the Sorcerer's Stone (2001)
Movie Quotes,0,"Just when I thought I was out, they pull me back in.",The Godfather Part III (1990)
Movie Quotes,0,"You're my boy, Blue!",Old School (2003)
Movie Quotes,0,They're here.,Poltergeist (1982)
Movie Quotes,0,I'll have what she's having.,When Harry Met Sally... (1989)
Movie Quotes,0,"It's not the years, honey. It's the mileage.",Raiders of the Lost Ark (1981)
Movie Quotes,0,I coulda been a contender.,On the Waterfront (1954)
Movie Quotes,0,I see you.,Avatar (2009)
Movie Quotes,0,There's something about Mary.,There's Something About Mary (1998)
Movie Quotes,0,I have a feeling we're not in Kansas anymore.,The Wizard of Oz (1939)
Movie Quotes,0,We're on a mission from God.,The Blues Brothers (1980)
Movie Quotes,0,"Wax on, wax off.",The Karate Kid (1984)
Movie Quotes,0,We got both kinds of music: country and western.,The Blues Brothers (1980)
Movie Quotes,0,Are you not entertained?,Gladiator (2000)
Movie Quotes,0,I'm walking here!,Midnight Cowboy (1969)
Movie Quotes,0,He slimed me.,Ghostbusters (1984)
Movie Quotes,0,"Do or do not, there is no try.",Star Wars: Episode V - The Empire Strikes Back (1980)
Movie Quotes,0,There's no need to fear. Underdog is here!,Underdog (2007)
Movie Quotes,0,Fasten your seatbelts. It's going to be a bumpy night.,All About Eve (1950)
Movie Quotes,0,I am Spartacus!,Spartacus (1960)
Movie Quotes,0,I've got a bad feeling about this.,Multiple Star Wars films
Movie Quotes,0,Nobody's perfect.,Some Like It Hot (1959)
Movie Quotes,0,I'm the king of the world!,Titanic (1997)
Movie Quotes,0,"That'll do, pig. That'll do.",Babe (1995)
Movie Quotes,0,Mama always said life was like a box of chocolates.,Forrest Gump (1994)
Movie Quotes,0,You can't fight in here! This is the War Room!,Dr. Strangelove (1964)
Movie Quotes,0,I'm not even supposed to be here today!,Clerks (1994)
Movie Quotes,0,It's alive! It's alive!,Frankenstein (1931)
Movie Quotes,0,"Hasta la vista, baby.",Terminator 2: Judgment Day (1991)
Movie Quotes,0,We're gonna need a bigger boat.,Jaws (1975)
Movie Quotes,0,I'm just one stomach flu away from my goal weight.,The Devil Wears Prada (2006)
Movie Quotes,0,A boy's best friend is his mother.,Psycho (1960)
Movie Quotes,0,I wish I knew how to quit you.,Brokeback Mountain (2005)
Movie Quotes,0,"All those moments will be lost in time, like tears in rain.",Blade Runner (1982)
Movie Quotes,0,"I see a red door, and I want it painted black.",Full Metal Jacket (1987)
Movie Quotes,0,"They may take our lives, but they'll never take our freedom!",Braveheart (1995)
Movie Quotes,0,The stuff that dreams are made of.,The Maltese Falcon (1941)
Movie Quotes,0,Here's Johnny!,The Shining (1980)
Movie Quotes,0,"I'm the dude, man.",The Big Lebowski (1998)
Movie Quotes,0,"Hello, gorgeous.",Funny Girl (1968)
Movie Quotes,0,"I'm as mad as hell, and I'm not going to take this anymore!",Network (1976)
Movie Quotes,0,They call it a Royale with cheese.,Pulp Fiction (1994)
Movie Quotes,0,I'm the king of the world!,Titanic (1997)
Movie Quotes,0,"Here's looking at you, kid.",Casablanca (1942)
Movie Quotes,0,I see dead people.,The Sixth Sense (1999)
Movie Quotes,0,May the Force be with you.,Star Wars (1977)
Movie Quotes,0,"Houston, we have a problem.",Apollo 13 (1995)
Movie Quotes,0,Why so serious?,The Dark Knight (2008)
Movie Quotes,0,I'll be back.,The Terminator (1984)
Movie Quotes,0,You talking to me?,Taxi Driver (1976)
Movie Quotes,0,There's no place like home.,The Wizard of Oz (1939)
Movie Quotes,0,You can't handle the truth!,A Few Good Men (1992)
Movie Quotes,0,I am Groot.,Guardians of the Galaxy (2014)
Movie Quotes,0,You had me at hello.,Jerry Maguire (1996)
Movie Quotes,0,"Keep your friends close, but your enemies closer.",The Godfather Part II (1974)
Movie Quotes,0,E.T. phone home.,E.T. the Extra-Terrestrial (1982)
Movie Quotes,0,Life is like a box of chocolates.,Forrest Gump (1994)
Movie Quotes,0,To infinity and beyond!,Toy Story (1995)
Movie Quotes,0,You're gonna need a bigger boat.,Jaws (1975)
Movie Quotes,0,I see dead people.,The Sixth Sense (1999)
Movie Quotes,0,It's the stuff that dreams are made of.,The Maltese Falcon (1941)
Movie Quotes,0,"You're a wizard, Harry.",Harry Potter and the Sorcerer's Stone (2001)
Movie Quotes,0,"Just when I thought I was out, they pull me back in.",The Godfather Part III (1990)
Movie Quotes,0,"You're my boy, Blue!",Old School (2003)
Movie Quotes,0,They're here.,Poltergeist (1982)
Movie Quotes,0,I'll have what she's having.,When Harry Met Sally... (1989)
Movie Quotes,0,"It's not the years, honey. It's the mileage.",Raiders of the Lost Ark (1981)
Movie Quotes,0,I coulda been a contender.,On the Waterfront (1954)
Movie Quotes,0,I see you.,Avatar (2009)
Movie Quotes,0,There's something about Mary.,There's Something About Mary (1998)
Movie Quotes,0,I have a feeling we're not in Kansas anymore.,The Wizard of Oz (1939)
Movie Quotes,0,We're on a mission from God.,The Blues Brothers (1980)
Song Lyrics,0,I'm on the highway to hell.,"AC/DC, Highway to Hell (1979)"
Song Lyrics,0,"You can check out any time you like, but you can never leave.","Eagles, Hotel California (1976)"
Song Lyrics,0,Don't stop believing.,"Journey, Don't Stop Believin' (1981)"
Song Lyrics,0,You say you want a revolution.,"The Beatles, Revolution (1968)"
Song Lyrics,0,You can't always get what you want.,"The Rolling Stones, You Can't Always Get What You Want (1969)"
Song Lyrics,0,Sweet dreams are made of this.,"Eurythmics, Sweet Dreams (Are Made of This) (1983)"
Song Lyrics,0,"It's the end of the world as we know it, and I feel fine.","R.E.M., It's the End of the World as We Know It (And I Feel Fine) (1987)"
Song Lyrics,0,"I'm a loser, baby, so why don't you kill me?","Beck, Loser (1993)"
Song Lyrics,0,Strawberry fields forever.,"The Beatles, Strawberry Fields Forever (1967)"
Song Lyrics,0,Is this the real life? Is this just fantasy?,"Queen, Bohemian Rhapsody (1975)"
Song Lyrics,0,I want to hold your hand.,"The Beatles, I Want to Hold Your Hand (1963)"
Song Lyrics,0,We all live in a yellow submarine.,"The Beatles, Yellow Submarine (1966)"
Song Lyrics,0,Don't let the sound of your own wheels drive you crazy.,"Eagles, Take It Easy (1972)"
Song Lyrics,0,She's a brick house.,"Commodores, Brick House (1977)"
Song Lyrics,0,I can't get no satisfaction.,"The Rolling Stones, (I Can't Get No) Satisfaction (1965)"
Song Lyrics,0,Welcome to the jungle.,"Guns N' Roses, Welcome to the Jungle (1987)"
Song Lyrics,0,And she's buying a stairway to heaven.,"Led Zeppelin, Stairway to Heaven (1971)"
Song Lyrics,0,"All the leaves are brown, and the sky is gray.","The Mamas & The Papas, California Dreamin' (1965)"
Song Lyrics,0,"I've become so numb, I can't feel you there.","Linkin Park, Numb (2003)"
Song Lyrics,0,Pour some sugar on me.,"Def Leppard, Pour Some Sugar On Me (1987)"
Song Lyrics,0,A scrub is a guy that can't get no love from me.,"TLC, No Scrubs (1999)"
Song Lyrics,0,Don't go chasing waterfalls.,"TLC, Waterfalls (1994)"
Song Lyrics,0,If you like piña coladas and getting caught in the rain.,"Rupert Holmes, Escape (The Piña Colada Song) (1979)"
Song Lyrics,0,We don't need no education.,"Pink Floyd, Another Brick in the Wall (Part II) (1979)"
Song Lyrics,0,Wake me up before you go-go.,"Wham!, Wake Me Up Before You Go-Go (1984)"
Song Lyrics,0,I'm a rocket man.,"Elton John, Rocket Man (1972)"
Song Lyrics,0,There's a lady who's sure all that glitters is gold.,"Led Zeppelin, Stairway to Heaven (1971)"
Song Lyrics,0,"We will, we will rock you.","Queen, We Will Rock You (1977)"
Song Lyrics,0,I will always love you.,"Whitney Houston, I Will Always Love You (1992)"
Song Lyrics,0,"It's a beautiful day, don't let it get away.","U2, Beautiful Day (2000)"
Song Lyrics,0,We got the beat.,"The Go-Go's, We Got the Beat (1981)"
Song Lyrics,0,Take a walk on the wild side.,"Lou Reed, Walk on the Wild Side (1972)"
Song Lyrics,0,"I'm just a bill, yes, I'm only a bill.","Schoolhouse Rock!, I'm Just a Bill (1976)"
Song Lyrics,0,You make loving fun.,"Fleetwood Mac, You Make Loving Fun (1977)"
Song Lyrics,0,I'm in love with the shape of you.,"Ed Sheeran, Shape of You (2017)"
Song Lyrics,0,People are strange when you're a stranger.,"The Doors, People Are Strange (1967)"
Song Lyrics,0,"She's got electric boots, a mohair suit.","Elton John, Bennie and the Jets (1973)"
Song Lyrics,0,"I get knocked down, but I get up again.","Chumbawamba, Tubthumping (1997)"
Song Lyrics,0,"If you wanna be my lover, you gotta get with my friends.","Spice Girls, Wannabe (1996)"
Song Lyrics,0,I don't wanna miss a thing.,"Aerosmith, I Don't Want to Miss a Thing (1998)"
Song Lyrics,0,"Life is a highway, I want to ride it all night long.","Tom Cochrane, Life Is a Highway (1991)"
Song Lyrics,0,"I've got a blank space, baby, and I'll write your name.","Taylor Swift, Blank Space (2014)"
Song Lyrics,0,I'm wide awake.,"Katy Perry, Wide Awake (2012)"
Song Lyrics,0,I've paid my dues; time after time.,"Queen, We Are the Champions (1977)"
Song Lyrics,0,Don't go breaking my heart.,"Elton John & Kiki Dee, Don't Go Breaking My Heart (1976)"
Song Lyrics,0,"She's a good girl, loves her mama.","Tom Petty and the Heartbreakers, Free Fallin' (1989)"
Song Lyrics,0,I shot a man in Reno just to watch him die.,"Johnny Cash, Folsom Prison Blues (1955)"
Song Lyrics,0,"Oh, I get by with a little help from my friends.","The Beatles, With a Little Help from My Friends (1967)"
Song Lyrics,0,"I'm not a girl, not yet a woman.","Britney Spears, I'm Not a Girl, Not Yet a Woman (2002)"
Song Lyrics,0,"You better lose yourself in the music, the moment.","Eminem, Lose Yourself (2002)"
Song Lyrics,0,I don't care if Monday's blue.,"New Order, Blue Monday (1983)"
Song Lyrics,0,Video killed the radio star.,"The Buggles, Video Killed the Radio Star (1979)"
Song Lyrics,0,Who let the dogs out?,"Baha Men, Who Let the Dogs Out? (2000)"
Song Lyrics,0,My milkshake brings all the boys to the yard.,"Kelis, Milkshake (2003)"
Song Lyrics,0,"You are beautiful, no matter what they say.","Christina Aguilera, Beautiful (2002)"
Song Lyrics,0,I'm on the pursuit of happiness.,"Kid Cudi, Pursuit of Happiness (2009)"
Song Lyrics,0,"You spin me right round, baby, right round.","Dead or Alive, You Spin Me Round (Like a Record) (1984)"
Song Lyrics,0,"A little less conversation, a little more action.","Elvis Presley, A Little Less Conversation (1968)"
Song Lyrics,0,"Every move you make, every step you take, I'll be watching you.","The Police, Every Breath You Take (1983)"
Song Lyrics,0,I'm sexy and I know it.,"LMFAO, Sexy and I Know It (2011)"
Song Lyrics,0,"Let's get physical, physical.","Olivia Newton-John, Physical (1981)"
Song Lyrics,0,I can't get you out of my head.,"Kylie Minogue, Can't Get You Out of My Head (2001)"
Song Lyrics,0,"I can see clearly now, the rain is gone.","Johnny Nash, I Can See Clearly Now (1972)"
Song Lyrics,0,Wake up in the morning feeling like P. Diddy.,"Kesha, Tik Tok (2009)"
Song Lyrics,0,I just want to dance the night away.,"Cream, Dance the Night Away (1979)"
Song Lyrics,0,I can feel it coming in the air tonight.,"Phil Collins, In the Air Tonight (1981)"
Song Lyrics,0,"We're no strangers to love; you know the rules, and so do I.","Rick Astley, Never Gonna Give You Up (1987)"
Song Lyrics,0,I'm blue da ba dee da ba daa.,"Eiffel 65, Blue (Da Ba Dee) (1999)"
Song Lyrics,0,I don't want to wait in vain for your love.,"Bob Marley & The Wailers, Waiting in Vain (1977)"
Song Lyrics,0,"Don't stop, never give up.","S Club 7, Don't Stop Movin' (2001)"
Song Lyrics,0,This is the rhythm of the night.,"Corona, The Rhythm of the Night (1993)"
Song Lyrics,0,I'm too sexy for my shirt.,"Right Said Fred, I'm Too Sexy (1991)"
Song Lyrics,0,I'm a Barbie girl in a Barbie world.,"Aqua, Barbie Girl (1997)"
Song Lyrics,0,I wanna rock and roll all night and party every day.,"Kiss, Rock and Roll All Nite (1975)"
Song Lyrics,0,Walking on sunshine.,"Katrina and the Waves, Walking on Sunshine (1983)"
Song Lyrics,0,A-wop-bop-a-loo-bop-a-lop-bam-boom!,"Little Richard, Tutti Frutti (1955)"
Song Lyrics,0,Life is a mystery.,"Madonna, Like a Prayer (1989)"
Song Lyrics,0,"Shake, shake, shake, shake your booty.","KC and The Sunshine Band, Shake Your Booty (1976)"
Song Lyrics,0,"I'm too old for this, oh, way too young.","The Monkees, Daydream Believer (1967)"
Song Lyrics,0,She blinded me with science.,"Thomas Dolby, She Blinded Me with Science (1982)"
Song Lyrics,0,"Mmmbop, ba duba dop.","Hanson, MMMBop (1997)"
Song Lyrics,0,"I'm walking on sunshine, whoa!","Katrina and the Waves, Walking on Sunshine (1983)"
Song Lyrics,0,Take me down to the paradise city.,"Guns N' Roses, Paradise City (1987)"
Song Lyrics,0,I just wanna dance the night away.,"The Mavericks, Dance the Night Away (1998)"
Song Lyrics,0,Don't stop believing.,"Journey, Don't Stop Believin' (1981)"
Song Lyrics,0,I want to dance with somebody.,"Whitney Houston, I Wanna Dance with Somebody (Who Loves Me) (1987)"
Song Lyrics,0,Let's dance put on your red shoes and dance the blues.,"David Bowie, Let's Dance (1983)"
Song Lyrics,0,"Life is a highway, and I'm gonna ride it all night long.","Tom Cochrane, Life Is a Highway (1991)"
Song Lyrics,0,I just want to dance the night away.,"Cream, Dance the Night Away (1979)"
Song Lyrics,0,You're unbelievable!,"EMF, Unbelievable (1990)"
Song Lyrics,0,"I see you, baby, shakin' that ass.","Groove Armada, I See You Baby (1999)"
Song Lyrics,0,"Shout, shout, let it all out.","Tears for Fears, Shout (1985)"
Odd Questions,0,Can fish dance?,
Odd Questions,0,Do ants dream?,
Odd Questions,0,Can trees talk?,
Odd Questions,0,Why do cats purr?,
Odd Questions,0,Do clouds sleep?,
Odd Questions,0,Can rocks sing?,
Odd Questions,0,Why do birds fly?,
Odd Questions,0,Do worms yawn?,
Odd Questions,0,Can spiders knit?,
Odd Questions,0,Why do stars twinkle?,
Odd Questions,0,Do mountains move?,
Odd Questions,0,Can bees play?,
Odd Questions,0,Why do leaves fall?,
Odd Questions,0,Do shadows have secrets?,
Odd Questions,0,Can lightning dance?,
Odd Questions,0,Why do rivers whisper?,
Odd Questions,0,Do mirrors tell tales?,
Odd Questions,0,Can snowflakes laugh?,
Odd Questions,0,Why do waves giggle?,
Odd Questions,0,Do squirrels dream big?,
Odd Questions,0,Can flowers sing?,
Odd Questions,0,Why do frogs jump?,
Odd Questions,0,Do books have memories?,
Odd Questions,0,Can rainbows hide?,
Odd Questions,0,Why do bats sleep?,
Odd Questions,0,Do clocks ever blink?,
Odd Questions,0,Can echoes dance?,
Odd Questions,0,Why do clouds cry?,
Odd Questions,0,Do stars play hide-and-seek?,
Odd Questions,0,Can shadows tell stories?,
Odd Questions,0,Why do fish smile?,
Odd Questions,0,Do worms have adventures?,
Odd Questions,0,Can trees play music?,
Odd Questions,0,Why do rocks roll?,
Odd Questions,0,Do spiders have hobbies?,
Odd Questions,0,Can birds read books?,
Odd Questions,0,Why do ants march?,
Odd Questions,0,Do mountains have names?,
Odd Questions,0,Can lightning paint?,
Odd Questions,0,Why do rivers meander?,
Odd Questions,0,Do mirrors show secrets?,
Odd Questions,0,Can snowflakes whisper?,
Odd Questions,0,Why do waves whisper?,
Odd Questions,0,Do squirrels write poetry?,
Odd Questions,0,Can flowers have opinions?,
Odd Questions,0,Why do frogs croak?,
Odd Questions,0,Do books talk at night?,
Odd Questions,0,Can rainbows sing songs?,
Odd Questions,0,Why do bats hang upside down?,
Odd Questions,0,Do clocks ever dream?,
Odd Questions,0,Can echoes tell jokes?,
Odd Questions,0,Why do clouds float?,
Odd Questions,0,Do stars have wishes?,
Odd Questions,0,Can shadows dance ballet?,
Odd Questions,0,Why do fish swim?,
Odd Questions,0,Do worms tell stories?,
Odd Questions,0,Can trees play hide-and-seek?,
Odd Questions,0,Why do rocks stand still?,
Odd Questions,0,Do spiders have best friends?,
Odd Questions,0,Can birds do magic tricks?,
Odd Questions,0,Why do ants work hard?,
Odd Questions,0,Do mountains have secrets?,
Odd Questions,0,Can lightning play hide-and-seek?,
Odd Questions,0,Why do rivers laugh?,
Odd Questions,0,Do mirrors have favorite colors?,
Odd Questions,0,Can snowflakes have dreams?,
Odd Questions,0,Why do waves surf?,
Odd Questions,0,Do squirrels have dance-offs?,
Odd Questions,0,Can flowers solve riddles?,
Odd Questions,0,Why do frogs hop?,
Odd Questions,0,Do books have favorite pages?,
Odd Questions,0,Can rainbows tell stories?,
Odd Questions,0,Why do bats sleep upside down?,
Odd Questions,0,Do clocks have personalities?,
Odd Questions,0,Can echoes play tag?,
Odd Questions,0,Why do clouds have shapes?,
Odd Questions,0,Do stars have favorite constellations?,
Odd Questions,0,Can shadows have adventures?,
Odd Questions,0,Why do fish swim in schools?,
Odd Questions,0,Do worms have picnics?,
Odd Questions,0,Can trees have conversations?,
Odd Questions,0,Why do rocks have edges?,
Odd Questions,0,Do spiders have superhero names?,
Odd Questions,0,Can birds have tea parties?,
Odd Questions,0,Why do ants follow trails?,
Odd Questions,0,Do mountains have treasure maps?,
Odd Questions,0,Can lightning play chess?,
Odd Questions,0,Why do rivers have bends?,
Odd Questions,0,Do mirrors have secret doors?,
Odd Questions,0,Can snowflakes tell jokes?,
Odd Questions,0,Why do waves have tides?,
Odd Questions,0,Do squirrels have talent shows?,
Odd Questions,0,Can flowers solve mysteries?,
Odd Questions,0,Why do frogs change colors?,
Odd Questions,0,Do books have favorite authors?,
Odd Questions,0,Can rainbows play hide-and-seek?,
Odd Questions,0,Why do bats have wings?,
Odd Questions,0,Do clocks have second thoughts?,
Odd Questions,0,Can echoes sing lullabies?,
Odd Questions,0,Why do clouds have silver linings?,
Weather ,0,Sunny and clear skies ahead.,
Weather ,0,A gentle breeze in the air.,
Weather ,0,Raindrops on the windowpane.,
Weather ,0,Snowflakes falling softly.,
Weather ,0,A warm and humid day.,
Weather ,0,Thunderstorm on the horizon.,
Weather ,0,Windy and blustery weather.,
Weather ,0,Chilly winter morning.,
Weather ,0,Misty and foggy day.,
Weather ,0,A touch of frost in the morning.,
Weather ,0,Hailstorm in progress.,
Weather ,0,Cool autumn afternoon.,
Weather ,0,Drizzling rain outside.,
Weather ,0,Glistening ice crystals.,
Weather ,0,A rainbow after the rain.,
Weather ,0,Hazy summer day.,
Weather ,0,Overcast skies prevail.,
Weather ,0,Torrential downpour.,
Weather ,0,Snow-covered landscape.,
Weather ,0,A brisk and sunny day.,
Weather ,0,Sleet and freezing rain.,
Weather ,0,Calm before the storm.,
Weather ,0,Puffy white clouds.,
Weather ,0,A dusting of snow.,
Weather ,0,Clear and starry night.,
Weather ,0,A rainbow in the sky.,
Weather ,0,Thick fog rolling in.,
Weather ,0,Heavy snowfall warning.,
Weather ,0,Gusty winds howling.,
Weather ,0,Chasing rainbows.,
Weather ,0,A frosty winter night.,
Weather ,0,Palm trees swaying.,
Weather ,0,Gentle snowfall.,
Weather ,0,Heatwave in progress.,
Weather ,0,Sunrise over the ocean.,
Weather ,0,Dewdrops on leaves.,
Weather ,0,Muggy and warm.,
Weather ,0,Light drizzle begins.,
Weather ,0,Falling autumn leaves.,
Weather ,0,Tropical storm brewing.,
Weather ,0,Cold and crisp air.,
Weather ,0,Morning mist fades.,
Weather ,0,Blizzard conditions.,
Weather ,0,Rays of sunshine.,
Weather ,0,Icy roads ahead.,
Weather ,0,Sunset over the mountains.,
Weather ,0,Snowflakes in the wind.,
Weather ,0,Summer thunderstorm.,
Weather ,0,Windy desert day.,
Weather ,0,Puddles after the rain.,
Weather ,0,Cherry blossoms bloom.,
Weather ,0,Snow-covered rooftops.,
Weather ,0,A burst of sunshine.,
Weather ,0,Tornado watch alert.,
Weather ,0,Frost on the grass.,
Weather ,0,Calm and serene.,
Weather ,0,Rainbow after the storm.,
Weather ,0,Foggy morning commute.,
Weather ,0,Snow-capped peaks.,
Weather ,0,Gentle rain showers.,
Weather ,0,Sweltering summer day.,
Weather ,0,Autumn foliage colors.,
Weather ,0,Hailstones falling.,
Weather ,0,Sandy beach vibes.,
Weather ,0,Shimmering heatwaves.,
Weather ,0,Icicles hanging.,
Weather ,0,Warm and balmy night.,
Weather ,0,Golden sunset view.,
Weather ,0,Snowdrifts forming.,
Weather ,0,A refreshing breeze.,
Weather ,0,Frosty windowpanes.,
Weather ,0,Rainbow in the distance.,
Weather ,0,Thick fog blankets.,
Weather ,0,Blizzard warning issued.,
Weather ,0,Windy coastal cliffs.,
Weather ,0,Raindrops on petals.,
Weather ,0,Heatwave continues.,
Weather ,0,Crystal-clear waters.,
Weather ,0,Snowplows at work.,
Weather ,0,A gentle rainfall.,
Weather ,0,Sizzling summer heat.,
Weather ,0,Leaves rustling.,
Weather ,0,Rainbow over the city.,
Weather ,0,Morning dew glistens.,
Weather ,0,Snowy mountain peaks.,
Weather ,0,Wet and misty.,
Weather ,0,A cool breeze blows.,
Weather ,0,Frost-covered branches.,
Weather ,0,Sunset on the beach.,
Weather ,0,Thick fog lingers.,
Weather ,0,Snowfall accumulation.,
Weather ,0,Waves crashing.,
Weather ,0,Palm trees swaying.,
Weather ,0,Clear blue skies.,
Weather ,0,Gentle snowflakes fall.,
Weather ,0,Sunny winter day.,
Weather ,0,Sudden downpour.,
Weather ,0,Chasing rainclouds.,
Weather ,0,Snowy wonderland.,
Weather ,0,Rainy day vibes.,
Hot Takes,0,Pineapple belongs on pizza.,
Hot Takes,0,Dogs are better than cats.,
Hot Takes,0,Coffee is overrated.,
Hot Takes,0,Pumpkin spice is the best flavor.,
Hot Takes,0,Oatmeal raisin cookies are superior to chocolate chip.,
Hot Takes,0,Marvel movies are overhyped.,
Hot Takes,0,Game of Thrones had a disappointing ending.,
Hot Takes,0,Sushi is overpriced.,
Hot Takes,0,Country music is underrated.,
Hot Takes,0,Breakfast for dinner is the best meal.,
Hot Takes,0,The Beatles are overrated.,
Hot Takes,0,Cilantro is the worst herb.,
Hot Takes,0,Hot dogs are not sandwiches.,
Hot Takes,0,The Oxford comma is unnecessary.,
Hot Takes,0,In-N-Out Burger is overrated.,
Hot Takes,0,Pineapple does not belong on pizza.,
Hot Takes,0,Starbucks coffee is too expensive.,
Hot Takes,0,Netflix is better than cable TV.,
Hot Takes,0,The best season is fall.,
Hot Takes,0,Cats are better than dogs.,
Hot Takes,0,Avocado toast is a millennial cliché.,
Hot Takes,0,The Big Bang Theory is not funny.,
Hot Takes,0,Seltzer water is just fizzy disappointment.,
Hot Takes,0,Reality TV is trash.,
Hot Takes,0,Fast food is delicious but unhealthy.,
Hot Takes,0,TikTok is a waste of time.,
Hot Takes,0,Spicy food is the best food.,
Hot Takes,0,E-books will never replace physical books.,
Hot Takes,0,Ketchup belongs on mac and cheese.,
Hot Takes,0,Laughter is the best medicine.,
Hot Takes,0,Superhero movies are ruining cinema.,
Hot Takes,0,New Year's resolutions are pointless.,
Hot Takes,0,Potato chips are the ultimate snack.,
Hot Takes,0,Dessert should be eaten before dinner.,
Hot Takes,0,Game of Thrones was a masterpiece.,
Hot Takes,0,Ice cream is overrated.,
Hot Takes,0,Doughnuts are better than cupcakes.,
Hot Takes,0,Reality TV is guilty pleasure.,
Hot Takes,0,Candy corn is disgusting.,
Hot Takes,0,The best part of a muffin is the top.,
Hot Takes,0,Pineapple juice is superior to orange juice.,
Hot Takes,0,Fast fashion is destroying the environment.,
Hot Takes,0,Disneyland is the happiest place on Earth.,
Hot Takes,0,Smartphones are making us dumber.,
Hot Takes,0,Naps are essential for productivity.,
Hot Takes,0,Chocolate is the best ice cream flavor.,
Hot Takes,0,Binge-watching TV is a form of self-care.,
Hot Takes,0,French fries are the ultimate comfort food.,
Hot Takes,0,Sunsets are overrated.,
Hot Takes,0,Ice cream cones are better than cups.,
Hot Takes,0,Black coffee is the only true coffee.,
Hot Takes,0,Pizza is the perfect food.,
Hot Takes,0,Bacon makes everything better.,
Hot Takes,0,Traveling is the best way to spend money.,
Hot Takes,0,Spaghetti should be eaten with a spoon.,
Hot Takes,0,Dogs are better listeners than humans.,
Hot Takes,0,Selfies are a form of self-expression.,
Hot Takes,0,Video games are a legitimate art form.,
Hot Takes,0,Binge-watching TV shows is a waste of time.,
Hot Takes,0,The best things in life are free.,
Hot Takes,0,Leftover pizza is better than fresh.,
Hot Takes,0,Cats are secretly plotting world domination.,
Hot Takes,0,Soda is terrible for your health.,
Hot Takes,0,Life is too short to eat plain oatmeal.,
Hot Takes,0,Food tastes better when someone else cooks it.,
Hot Takes,0,Socks with sandals are a fashion statement.,
Hot Takes,0,Popcorn is the ideal movie snack.,
Hot Takes,0,Chocolate is the answer to everything.,
Hot Takes,0,Comedy is the most important genre.,
Hot Takes,0,Sushi is an acquired taste.,
Hot Takes,0,Artificial intelligence will take over the world.,
Hot Takes,0,The best things in life come in small packages.,
Hot Takes,0,Fast food is a guilty pleasure.,
Hot Takes,0,Smoothies are just glorified milkshakes.,
Hot Takes,0,Leftover Chinese food is a breakfast of champions.,
Hot Takes,0,Netflix and chill is the ultimate date night.,
Hot Takes,0,Binge-watching TV is a valid hobby.,
Hot Takes,0,The best pizza is plain cheese.,
Hot Takes,0,Cupcakes are just muffins with frosting.,
Hot Takes,0,Coffee is a liquid hug in a mug.,
Hot Takes,0,Spicy food is an addiction.,
Hot Takes,0,Avocado toast is the downfall of millennials.,
Hot Takes,0,Food trucks have the best food.,
Hot Takes,0,Breakfast foods should be eaten all day.,
Hot Takes,0,Seltzer water is a refreshing beverage.,
Hot Takes,0,Bananas are the perfect snack.,
Hot Takes,0,Chocolate chip cookies are the best cookies.,
Hot Takes,0,Lunch is the most forgettable meal.,
Hot Takes,0,Fast food is a guilty pleasure.,
Hot Takes,0,Salad is just a vehicle for dressing.,
Hot Takes,0,The best way to eat a burger is with your hands.,
Hot Takes,0,Pancakes are superior to waffles.,
Hot Takes,0,Food delivery apps are a game-changer.,
Hot Takes,0,Ice cream is a timeless dessert.,
Hot Takes,0,Avocado is a millennial's best friend.,
Hot Takes,0,Pizza is the ultimate party food.,
Hot Takes,0,Bacon makes everything better.,
Hot Takes,0,Tacos are the perfect meal.,
Hot Takes,0,Coffee is the elixir of life.,
